@relation NewRelation
@attribute Field_000 numeric
@attribute Field_001 numeric
@attribute Field_002 numeric
@attribute Field_003 numeric
@attribute Field_004 numeric
@attribute Field_005 numeric
@attribute Field_006 numeric
@attribute Field_007 numeric
@attribute Field_008 numeric
@attribute Field_009 numeric
@attribute Field_010 numeric
@attribute Field_011 numeric
@attribute Field_012 numeric
@attribute Field_013 numeric
@attribute Field_014 numeric
@attribute Field_015 numeric
@attribute Field_016 numeric
@attribute Field_017 numeric
@attribute Field_018 numeric
@attribute Field_019 numeric
@attribute Field_020 numeric
@attribute Field_021 numeric
@attribute Field_022 numeric
@attribute Field_023 numeric
@attribute Field_024 numeric
@attribute Field_025 numeric
@attribute Field_026 numeric
@attribute Field_027 numeric
@attribute Field_028 numeric
@attribute Field_029 numeric
@attribute Field_030 numeric
@attribute Field_031 numeric
@attribute Field_032 numeric
@attribute Field_033 numeric
@attribute Field_034 numeric
@attribute Field_035 numeric
@attribute Field_036 numeric
@attribute Field_037 numeric
@attribute Field_038 numeric
@attribute Field_039 numeric
@attribute Field_040 numeric
@attribute Field_041 numeric
@attribute Field_042 numeric
@attribute Field_043 numeric
@attribute Field_044 numeric
@attribute Field_045 numeric
@attribute Field_046 numeric
@attribute Field_047 numeric
@attribute Field_048 numeric
@attribute Field_049 numeric
@attribute Field_050 numeric
@attribute Field_051 numeric
@attribute Field_052 numeric
@attribute Field_053 numeric
@attribute Field_054 numeric
@attribute Field_055 numeric
@attribute Field_056 numeric
@attribute Field_057 numeric
@attribute Field_058 numeric
@attribute Field_059 numeric
@attribute Field_060 numeric
@attribute Field_061 numeric
@attribute Field_062 numeric
@attribute Field_063 numeric
@attribute Field_064 numeric
@attribute Field_065 numeric
@attribute Field_066 numeric
@attribute Field_067 numeric
@attribute Field_068 numeric
@attribute Field_069 numeric
@attribute Field_070 numeric
@attribute Field_071 numeric
@attribute Field_072 numeric
@attribute Field_073 numeric
@attribute Field_074 numeric
@attribute Field_075 numeric
@attribute Field_076 numeric
@attribute Field_077 numeric
@attribute Field_078 numeric
@attribute Field_079 numeric
@attribute Field_080 numeric
@attribute Field_081 numeric
@attribute Field_082 numeric
@attribute Field_083 numeric
@attribute Field_084 numeric
@attribute Field_085 numeric
@attribute Field_086 numeric
@attribute Field_087 numeric
@attribute Field_088 numeric
@attribute Field_089 numeric
@attribute Field_090 numeric
@attribute Field_091 numeric
@attribute Field_092 numeric
@attribute Field_093 numeric
@attribute Field_094 numeric
@attribute Field_095 numeric
@attribute Field_096 numeric
@attribute Field_097 numeric
@attribute Field_098 numeric
@attribute Field_099 numeric
@attribute Field_100 numeric
@attribute Field_101 numeric
@attribute Field_102 numeric
@attribute Field_103 numeric
@attribute Field_104 numeric
@attribute Field_105 numeric
@attribute Field_106 numeric
@attribute Field_107 numeric
@attribute Field_108 numeric
@attribute Field_109 numeric
@attribute Field_110 numeric
@attribute Field_111 numeric
@attribute Field_112 numeric
@attribute Field_113 numeric
@attribute Field_114 numeric
@attribute Field_115 numeric
@attribute Field_116 numeric
@attribute Field_117 numeric
@attribute Field_118 numeric
@attribute Field_119 numeric
@attribute Field_120 numeric
@attribute Field_121 numeric
@attribute Field_122 numeric
@attribute Field_123 numeric
@attribute Field_124 numeric
@attribute Field_125 numeric
@attribute Field_126 numeric
@attribute Field_127 numeric
@attribute Field_128 numeric
@attribute Field_129 numeric
@attribute Field_130 numeric
@attribute Field_131 numeric
@attribute Field_132 numeric
@attribute Field_133 numeric
@attribute Field_134 numeric
@attribute Field_135 numeric
@attribute Field_136 numeric
@attribute Field_137 numeric
@attribute Field_138 numeric
@attribute Field_139 numeric
@attribute Field_140 numeric
@attribute Field_141 numeric
@attribute Field_142 numeric
@attribute Field_143 numeric
@attribute Field_144 numeric
@attribute Field_145 numeric
@attribute Field_146 numeric
@attribute Field_147 numeric
@attribute Field_148 numeric
@attribute Field_149 numeric
@attribute Field_150 numeric
@attribute Field_151 numeric
@attribute Field_152 numeric
@attribute Field_153 numeric
@attribute Field_154 numeric
@attribute Field_155 numeric
@attribute Field_156 numeric
@attribute Field_157 numeric
@attribute Field_158 numeric
@attribute Field_159 numeric
@attribute Field_160 numeric
@attribute Field_161 numeric
@attribute Field_162 numeric
@attribute Field_163 numeric
@attribute Field_164 numeric
@attribute Field_165 numeric
@attribute Field_166 numeric
@attribute Field_167 numeric
@attribute Field_168 numeric
@attribute Field_169 numeric
@attribute Field_170 numeric
@attribute Field_171 numeric
@attribute Field_172 numeric
@attribute Field_173 numeric
@attribute Field_174 numeric
@attribute Field_175 numeric
@attribute Field_176 numeric
@attribute Field_177 numeric
@attribute Field_178 numeric
@attribute Field_179 numeric
@attribute Field_180 numeric
@attribute Field_181 numeric
@attribute Field_182 numeric
@attribute Field_183 numeric
@attribute Field_184 numeric
@attribute Field_185 numeric
@attribute Field_186 numeric
@attribute Field_187 numeric
@attribute Field_188 numeric
@attribute Field_189 numeric
@attribute Field_190 numeric
@attribute Field_191 numeric
@attribute Field_192 numeric
@attribute Field_193 numeric
@attribute Field_194 numeric
@attribute Field_195 numeric
@attribute Field_196 numeric
@attribute Field_197 numeric
@attribute Field_198 numeric
@attribute Field_199 numeric
@attribute Field_200 numeric
@attribute Field_201 numeric
@attribute Field_202 numeric
@attribute Field_203 numeric
@attribute Field_204 numeric
@attribute Field_205 numeric
@attribute Field_206 numeric
@attribute Field_207 numeric
@attribute Field_208 numeric
@attribute Field_209 numeric
@attribute Field_210 numeric
@attribute Field_211 numeric
@attribute Field_212 numeric
@attribute Field_213 numeric
@attribute Field_214 numeric
@attribute Field_215 numeric
@attribute Field_216 numeric
@attribute Field_217 numeric
@attribute Field_218 numeric
@attribute Field_219 numeric
@attribute Field_220 numeric
@attribute Field_221 numeric
@attribute Field_222 numeric
@attribute Field_223 numeric
@attribute Field_224 numeric
@attribute Field_225 numeric
@attribute Field_226 numeric
@attribute Field_227 numeric
@attribute Field_228 numeric
@attribute Field_229 numeric
@attribute Field_230 numeric
@attribute Field_231 numeric
@attribute Field_232 numeric
@attribute Field_233 numeric
@attribute Field_234 numeric
@attribute Field_235 numeric
@attribute Field_236 numeric
@attribute Field_237 numeric
@attribute Field_238 numeric
@attribute Field_239 numeric
@attribute Field_240 numeric
@attribute Field_241 numeric
@attribute Field_242 numeric
@attribute Field_243 numeric
@attribute Field_244 numeric
@attribute Field_245 numeric
@attribute Field_246 numeric
@attribute Field_247 numeric
@attribute Field_248 numeric
@attribute Field_249 numeric
@attribute Field_250 numeric
@attribute Field_251 numeric
@attribute Field_252 numeric
@attribute Field_253 numeric
@attribute Field_254 numeric
@attribute Field_255 numeric
@attribute Field_256 numeric
@attribute Field_257 numeric
@attribute Field_258 numeric
@attribute Field_259 numeric
@attribute Field_260 numeric
@attribute Field_261 numeric
@attribute Field_262 numeric
@attribute Field_263 numeric
@attribute Field_264 numeric
@attribute Field_265 numeric
@attribute Field_266 numeric
@attribute Field_267 numeric
@attribute Field_268 numeric
@attribute Field_269 numeric
@attribute Field_270 numeric
@attribute Field_271 numeric
@attribute Field_272 numeric
@attribute Field_273 numeric
@attribute Field_274 numeric
@attribute Field_275 numeric
@attribute Field_276 numeric
@attribute Field_277 numeric
@attribute Field_278 numeric
@attribute Field_279 numeric
@attribute Field_280 numeric
@attribute Field_281 numeric
@attribute Field_282 numeric
@attribute Field_283 numeric
@attribute Field_284 numeric
@attribute Field_285 numeric
@attribute Field_286 numeric
@attribute Field_287 numeric
@attribute Field_288 numeric
@attribute Field_289 numeric
@attribute Field_290 numeric
@attribute Field_291 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
249,243,570,784,604,706,1,13,12,12,10,2,242,268,685,687,595,1063,6,32,19,1,8,16,324,464,664,586,860,786,37,18,9,7,6,11,400,390,694,787,727,973,25,20,19,14,18,12,417,417,668,751,811,805,38,22,9,11,19,9,407,417,543,661,902,787,37,16,4,9,12,11,345,409,786,618,590,1133,12,24,19,4,12,17,375,331,715,621,622,981,9,28,12,3,13,11,388,274,838,771,710,1061,19,19,11,4,18,6,572,452,516,687,837,790,29,26,29,9,19,11,423,443,464,614,751,804,28,25,9,13,13,15,389,325,601,839,546,822,10,18,8,12,9,10,273,199,615,859,628,762,8,18,8,3,8,13,309,367,685,625,630,1055,17,25,4,5,6,8,387,371,598,542,836,831,20,17,1,12,7,13,613,579,652,765,1051,658,28,17,23,12,21,12,357,387,953,850,594,1277,5,18,11,6,21,2,372,280,497,727,641,707,17,28,21,13,14,10,0.23764186,0.30502348,0.37742816,0.18849589,0.50736144,0.05715751,0.32502072,0.30099113,0.31381345,0.18028906,0.3233068,0.19197482,0.20470154,0.10053675,0.24172828,0.11268103,0.16916314,0.32656163,0.07679906,0.17138043,0.09460783,0.01674661,0.22313771,0.21778094,0.096429,0.17075719,0.05050457,0.13975703,0.17994609,0.17978414,0.05599029,0.02152568,0.20438655,0.17441001,0.07568226,0.01508546,0.1049822,0.12531404,0.15126215,0.1130222,0.05939131,0.09080912,0.07377694,0.15281402,0.13932605,0.09705987,0.10416025,0.14867683,0.19771577,0.00787796,0.08694533,0.04651622,0.11564775,0.1385792,0.01989266,0.17143609,0.19688465,0.11221414,0.13649998,0.11589436,0.19810604,0.0126317,0.05270652,0.08420759,0.08775281,0.16321901,0.07149148,0.22848939,0.30580707,0.12484689,0.24557589,0.226277,0.19424984,0.21635081,0.15878863,0.13949636,6
334,314,556,936,676,727,4,19,17,11,13,5,225,321,625,845,607,1074,9,16,14,4,11,19,305,603,648,736,770,807,40,28,4,10,1,12,363,479,678,909,607,1006,28,32,14,17,13,9,318,532,650,839,713,826,41,32,4,14,14,12,406,510,507,691,742,796,40,26,9,12,7,10,238,422,742,754,598,1136,15,18,14,1,7,12,378,222,667,779,634,986,12,20,7,8,8,14,301,289,806,933,740,1074,22,9,6,1,13,9,587,497,506,689,639,831,32,24,34,14,14,10,366,450,396,682,577,793,31,19,14,18,10,16,432,378,591,1007,580,817,13,18,13,17,12,11,238,266,603,1019,634,763,11,18,11,2,11,16,180,314,613,749,606,1044,20,11,1,0,1,11,424,326,566,550,622,836,23,25,4,7,2,10,582,520,642,627,817,689,31,19,28,9,16,9,222,160,883,996,658,1276,2,8,6,1,16,5,421,397,493,901,759,752,20,24,18,14,15,13,0.30242691,0.27806086,0.31156886,0.24233566,0.45561483,0.09331905,0.30435292,0.37238041,0.31299652,0.07423105,0.25802671,0.17266703,0.28093111,0.05433298,0.24295109,0.06765402,0.13503248,0.28253352,0.17635923,0.12911182,0.08629637,0.10680197,0.09185706,0.24474225,0.03472283,0.05886386,0.04792812,0.14215067,0.03807061,0.08861031,0.09383978,0.08491989,0.14486079,0.10742791,0.11989132,0.0129472,0.17650854,0.07001041,0.15214211,0.04065734,0.13639966,0.05816236,0.18376469,0.07906118,0.11842198,0.07564494,0.08815249,0.15867568,0.09567748,0.08503176,0.17820223,0.09146069,0.06678189,0.18893507,0.11008573,0.04816774,0.17661968,0.15273383,0.06024976,0.20757754,0.1988769,0.08297884,0.23059963,0.16087275,0.08185106,0.321934,0.16906525,0.07803217,0.3729326,0.23001162,0.07699196,0.06867337,0.25238435,0.15202512,0.06507902,0.06886431,6
311,285,639,960,632,635,8,13,23,10,10,3,198,188,706,863,625,982,3,14,8,3,10,17,304,404,717,768,802,715,28,30,2,11,12,12,344,318,741,935,785,914,32,24,8,18,8,9,239,349,721,861,849,734,31,24,2,15,7,10,373,339,564,705,836,704,28,26,15,13,14,10,209,259,803,786,608,1050,7,22,8,0,10,14,313,109,740,811,510,894,4,22,1,7,7,12,192,166,859,963,756,982,16,13,0,0,0,7,518,374,601,723,837,743,26,22,34,13,17,10,307,357,489,706,729,705,23,25,20,17,13,16,419,263,686,1025,510,731,17,14,19,16,11,11,283,201,678,1051,596,671,13,14,17,1,10,14,187,217,694,781,666,958,12,15,7,1,12,9,411,249,623,588,758,744,17,31,10,8,11,12,513,491,719,631,977,599,23,15,34,8,15,11,199,213,972,1028,630,1186,14,14,0,2,3,3,364,306,562,919,675,668,16,28,18,15,16,11,0.11092496,0.14715756,0.4167368,0.08418727,0.26496171,0.25017592,0.48768167,0.15957675,0.2369837,0.12836499,0.27902985,0.20730079,0.06846781,0.31304,0.02619104,0.06822246,0.08468533,0.2072021,0.13744819,0.20724649,0.14430445,0.13245821,0.10402872,0.12586515,0.1153102,0.11481382,0.02759892,0.03651279,0.10492285,0.2011925,0.19781322,0.07377397,0.05702581,0.05879726,0.05912517,0.12593281,0.14263046,0.08665582,0.05749975,0.13128184,0.12625206,0.14545393,0.07324836,0.11191508,0.17585092,0.13017101,0.03973063,0.004322,0.09392453,0.06569043,0.04726892,0.12725533,0.12619082,0.11983905,0.12638916,0.0581968,0.05131856,0.07040478,0.07690548,0.07529554,0.23116969,0.09704259,0.08657274,0.05162371,0.10760815,0.0049541,0.12605882,0.18354351,0.22175929,0.25468925,0.13618613,0.13417513,0.16502133,0.20837823,0.24238712,0.09935174,6
285,379,722,869,683,668,17,7,24,10,16,4,160,116,747,748,670,1035,12,24,7,3,12,18,252,276,702,661,767,748,19,20,3,3,6,11,356,178,828,882,752,945,29,18,9,8,6,10,259,185,808,838,796,767,34,24,3,5,7,11,339,285,661,738,803,749,35,16,16,5,6,9,189,247,880,701,661,1105,18,30,7,2,6,15,307,253,805,704,633,947,15,24,2,7,9,13,202,150,852,856,753,1029,7,21,3,0,6,8,510,336,682,758,814,758,37,22,31,13,11,9,305,399,548,689,714,766,34,19,21,17,9,15,399,349,767,906,567,786,26,14,20,16,15,10,271,263,737,944,629,724,20,20,18,1,14,15,159,291,703,710,705,1017,23,23,8,1,6,10,363,315,724,567,799,793,28,23,11,8,5,11,517,523,804,762,954,620,34,19,35,8,13,10,227,349,981,941,675,1241,23,20,1,2,9,4,328,296,639,786,690,677,25,24,15,11,14,12,0.33242367,0.25566205,0.323768,0.19859336,0.30717897,0.17690078,0.3552876,0.42100896,0.24206312,0.06625945,0.09675005,0.19054805,0.3369495,0.1728178,0.08653207,0.13164153,0.03293706,0.17706779,0.18122217,0.12901094,0.0666606,0.16417891,0.03566785,0.08297284,0.08180329,0.15434418,0.04322944,0.10999337,0.06668487,0.15179889,0.06521001,0.12107727,0.04371156,0.02520636,0.07075071,0.12547119,0.04635854,0.08565135,0.09300051,0.12456002,0.05212876,0.10773661,0.05639401,0.06705737,0.06125065,0.13927139,0.02678312,0.10070328,0.15557384,0.06079948,0.13083498,0.0332434,0.07609756,0.13043748,0.04329734,0.09086902,0.13025674,0.05299275,0.09504673,0.01878364,0.06845513,0.10171103,0.07180418,0.2000501,0.09173514,0.12021659,0.26049343,0.22035988,0.17138387,0.27700236,0.25024014,0.04977083,0.27367769,0.21869762,0.01414297,0.10769153,6
317,227,537,937,631,667,3,24,18,11,9,4,242,278,628,836,568,1036,8,15,13,4,7,16,304,498,663,749,797,747,39,25,3,14,5,9,424,438,653,900,600,946,27,25,13,17,17,12,387,473,631,828,716,766,40,25,3,16,18,9,427,413,484,676,737,746,39,23,10,16,11,9,269,365,727,761,573,1106,14,11,13,1,11,15,383,199,658,790,633,948,11,13,6,8,12,11,288,224,811,942,683,1030,21,12,5,3,17,8,612,414,487,682,692,771,31,25,31,14,18,9,357,393,411,675,598,761,30,16,15,18,12,13,425,291,572,1010,573,787,12,23,14,17,8,8,297,169,600,1030,587,719,10,23,12,2,7,13,191,289,630,752,577,1014,19,8,2,0,5,8,415,309,547,579,663,790,22,22,5,7,6,11,663,515,617,698,876,629,30,26,29,9,20,10,277,247,900,999,609,1242,3,11,5,1,20,2,368,326,488,900,704,692,19,17,15,14,15,10,0.24423483,0.26568822,0.42121185,0.18573344,0.43306864,0.08785648,0.336826,0.37182178,0.25399801,0.12727994,0.24707066,0.11951349,0.30181488,0.10076552,0.28744264,0.08053032,0.03602167,0.20304768,0.1435278,0.13384339,0.11892062,0.08870065,0.15660821,0.15233425,0.12633299,0.06596237,0.04442626,0.20794545,0.12002624,0.14926971,0.07520004,0.08096338,0.08484479,0.15370149,0.12023406,0.02846721,0.05347418,0.18019364,0.09824497,0.07005889,0.05651325,0.09595366,0.15345297,0.11021544,0.09563396,0.06214624,0.10287937,0.14611874,0.14128825,0.05588247,0.14901973,0.04868803,0.08277718,0.12866416,0.02758998,0.17370058,0.14188362,0.09517913,0.15715703,0.14211325,0.21876491,0.04887791,0.11625913,0.04499677,0.08188759,0.16785812,0.07693218,0.23190646,0.28858922,0.11675107,0.2533446,0.18583019,0.22976622,0.1795071,0.14650368,0.15306472,6
255,359,669,825,643,581,14,14,19,12,11,5,94,150,732,728,626,936,9,35,12,1,9,19,162,338,729,607,785,649,22,9,2,3,3,10,420,232,757,836,762,846,32,17,12,10,15,11,303,257,745,800,782,670,33,23,2,7,16,12,257,325,580,714,831,658,28,11,11,5,9,8,191,281,815,649,611,1004,9,33,12,4,9,14,229,185,764,650,581,846,6,23,5,3,10,14,264,168,873,802,733,928,10,26,4,4,15,9,436,404,647,756,810,681,28,25,30,9,16,8,253,393,537,655,710,683,25,20,16,13,10,14,369,321,732,870,543,691,21,19,15,12,10,9,291,241,716,890,599,641,11,23,13,3,9,16,147,221,708,664,661,912,14,28,3,5,3,11,257,249,645,551,797,694,19,12,6,12,4,10,471,539,751,768,998,549,25,20,30,12,18,9,333,299,994,887,635,1140,20,27,4,6,18,5,264,274,604,754,626,612,22,19,14,13,17,13,0.27716038,0.25403715,0.41532756,0.23769572,0.38266988,0.13819892,0.33774177,0.41875567,0.21520271,0.10724418,0.08426257,0.15000716,0.20926114,0.19686562,0.05743521,0.13311273,0.14811843,0.14860918,0.06285108,0.10559609,0.13850834,0.13610323,0.09289265,0.10608192,0.12663542,0.12608969,0.0645294,0.06432337,0.05951942,0.12839669,0.07458661,0.03652757,0.0661336,0.10475652,0.10362977,0.04711708,0.04513704,0.08136865,0.03960147,0.05351401,0.03245307,0.09425605,0.08935426,0.03916551,0.12046826,0.1359473,0.07170479,0.02958785,0.13905778,0.07879643,0.03397009,0.06034254,0.11095733,0.02737475,0.06504785,0.08379216,0.07540648,0.02918005,0.10934521,0.13026783,0.04172825,0.13245274,0.19912232,0.09654346,0.12848142,0.24541292,0.17678371,0.06664799,0.28673662,0.22362058,0.08417798,0.20933308,0.24066305,0.10170063,0.12772547,0.18952884,6
207,239,652,806,656,661,5,10,19,12,7,7,192,240,717,733,647,1030,2,31,12,5,5,15,210,358,686,626,842,741,31,19,2,7,7,6,360,332,774,801,791,940,29,23,12,14,13,15,287,343,746,765,817,762,34,23,2,11,12,12,289,309,597,667,886,740,31,17,11,9,7,8,177,257,828,634,638,1100,10,27,12,2,7,16,307,155,757,653,600,942,7,29,5,9,6,14,274,212,824,805,756,1024,19,16,6,2,11,9,470,328,602,737,863,753,29,27,28,15,12,8,243,347,488,626,763,759,26,28,16,19,6,10,281,247,687,861,584,781,14,17,15,18,6,7,271,155,675,893,624,715,12,15,13,3,5,16,159,229,693,641,690,1012,15,28,3,1,7,11,293,261,662,558,848,788,20,16,6,8,8,10,527,469,738,775,1053,613,26,14,30,10,14,9,257,277,967,874,652,1236,11,17,4,0,14,5,306,252,561,741,645,672,13,29,14,13,13,13,0.26549518,0.3134397,0.36087745,0.11873486,0.50099174,0.03473502,0.28896029,0.36405527,0.3146431,0.17392566,0.39111137,0.14059763,0.1006791,0.11632557,0.27764184,0.19959313,0.21389323,0.27376411,0.05439354,0.23960421,0.07741435,0.154329,0.26785235,0.17632934,0.11749045,0.26349789,0.04835127,0.15597852,0.25165346,0.22573489,0.16641088,0.11907908,0.05825886,0.26539589,0.17142628,0.08740467,0.11397568,0.1868457,0.09553345,0.07510679,0.21842109,0.03957866,0.13168837,0.14456416,0.09713817,0.04863909,0.01479454,0.08168009,0.11695681,0.01452883,0.05019094,0.09411258,0.05747586,0.06212523,0.01738306,0.08321673,0.16029859,0.05924926,0.07035656,0.09925727,0.14997878,0.04033577,0.02418732,0.07514797,0.09425459,0.09634743,0.03481449,0.14004214,0.28986985,0.10710215,0.20415701,0.17933517,0.22645891,0.19464453,0.16323568,0.22682202,6
379,349,733,837,615,684,14,12,19,12,9,13,252,240,808,760,614,1053,11,21,12,5,11,19,284,372,705,627,773,764,22,19,2,5,13,12,356,322,851,828,694,963,32,25,12,8,9,11,299,349,831,756,742,783,37,25,2,5,8,18,365,317,706,654,825,763,38,17,11,7,15,10,203,241,941,657,659,1123,19,27,12,2,9,16,371,151,864,670,619,965,16,21,5,9,6,22,284,232,869,822,685,1047,10,18,4,2,1,15,526,308,683,664,834,776,38,17,36,15,16,10,323,263,595,621,728,778,35,16,16,19,14,16,421,273,768,898,585,804,23,19,15,18,10,11,283,277,732,910,583,736,21,19,13,3,11,24,167,95,758,660,687,1031,24,20,3,1,13,15,399,127,761,541,833,807,29,20,6,8,12,8,509,403,811,648,992,636,35,12,30,10,14,9,221,277,1036,901,609,1259,20,17,4,0,2,13,444,246,630,796,572,695,22,27,20,11,15,21,0.34151176,0.13461299,0.10323924,0.20954187,0.2983985,0.13265972,0.46505595,0.47579124,0.20277716,0.13640788,0.05452578,0.29616866,0.26370949,0.1181097,0.11602689,0.18427984,0.09177521,0.14043486,0.08714142,0.13066613,0.12694117,0.09715385,0.06733078,0.06572763,0.12906255,0.09711361,0.06308707,0.12984144,0.15407393,0.10322825,0.09181231,0.12695924,0.10688927,0.05065433,0.10725855,0.10429603,0.09961724,0.08021877,0.10450381,0.08518144,0.09880845,0.06865185,0.08346412,0.05089671,0.11843859,0.13759272,0.06763603,0.1218452,0.12950041,0.08559743,0.12480725,0.06502539,0.1074816,0.11622497,0.10328101,0.19245444,0.1128185,0.12482777,0.22561433,0.10356264,0.12574744,0.22260082,0.09159449,0.06183628,0.17714025,0.10580869,0.15681653,0.14623644,0.15406018,0.26311735,0.21355093,0.14368787,0.29321049,0.25439476,0.15098765,0.03896743,6
332,332,676,942,654,670,10,11,27,9,9,10,251,113,751,837,663,1039,5,16,8,2,11,8,379,323,694,738,884,750,26,32,6,4,13,17,333,223,790,943,777,949,34,20,4,11,7,18,240,242,772,881,843,769,37,20,6,8,6,11,398,296,643,733,902,749,32,28,19,6,13,19,252,254,870,770,712,1109,13,24,4,1,9,15,302,218,793,781,658,951,10,30,3,6,6,3,149,121,846,933,744,1033,14,17,4,1,1,4,507,349,628,717,923,762,32,20,34,12,16,19,370,386,522,718,825,764,29,29,24,16,12,13,452,320,713,991,634,790,19,18,23,15,10,18,306,218,697,1021,628,722,15,14,21,0,11,5,284,254,725,775,750,1017,18,17,11,2,13,14,486,278,700,578,888,793,23,31,14,9,12,21,498,512,754,679,1093,622,29,17,38,9,14,20,190,306,997,1014,644,1245,16,16,4,3,2,10,347,305,583,875,609,681,18,28,20,14,15,2,0.11984998,0.34554353,0.38022181,0.11023777,0.40687206,0.28445814,0.34645828,0.30060009,0.36479501,0.08862603,0.25506783,0.18355909,0.13104974,0.18108812,0.19561039,0.19043615,0.12982339,0.07190663,0.12475557,0.06186185,0.03611259,0.19210482,0.08230443,0.16726075,0.0545407,0.13122439,0.1397692,0.05622856,0.02125077,0.11387616,0.02907919,0.02362118,0.11952343,0.02361363,0.11853307,0.06916614,0.09350435,0.07824177,0.03408107,0.01538462,0.05900729,0.01520422,0.05828053,0.05493063,0.03910942,0.10611079,0.09881944,0.06750341,0.17673934,0.0710023,0.07310197,0.17976261,0.06302827,0.02659942,0.10682199,0.16674197,0.14936738,0.20448834,0.10031884,0.02425295,0.1504922,0.15285641,0.0606085,0.09211163,0.03785825,0.15365721,0.17019419,0.08837658,0.09425273,0.20636547,0.31821438,0.19103379,0.31476046,0.11560733,0.17135195,0.31891465,6
272,338,686,825,612,656,11,9,19,10,3,10,229,221,759,728,599,1025,8,32,12,3,5,20,229,357,670,625,760,736,25,18,2,3,15,11,329,311,804,834,703,935,35,24,12,10,13,12,258,332,784,802,737,755,40,26,2,7,14,17,264,284,651,692,806,737,35,16,11,5,15,9,142,236,884,653,596,1095,16,30,12,0,15,17,274,160,807,660,614,937,13,28,5,7,8,19,237,217,854,812,678,1019,13,17,6,0,9,12,425,333,634,746,785,748,35,28,28,13,8,9,188,296,536,647,691,754,32,25,16,17,10,15,280,268,719,868,544,776,20,16,15,16,4,10,322,254,699,900,584,712,18,16,13,1,5,21,148,140,723,662,636,1005,21,31,3,1,15,14,320,166,710,549,804,781,26,15,6,8,16,7,488,434,764,790,983,608,32,13,30,8,8,8,230,266,999,893,602,1231,17,18,4,2,8,10,303,261,589,746,583,667,19,26,14,13,17,18,0.28917354,0.27428196,0.38121792,0.27224728,0.60112618,0.07333036,0.28797621,0.30493508,0.25778781,0.27532987,0.37123058,0.15286383,0.1825121,0.05218454,0.11648518,0.29102701,0.14367299,0.33822376,0.0931789,0.25776079,0.16202172,0.16670036,0.29462803,0.20239949,0.14215182,0.11885027,0.11719958,0.20893895,0.312097,0.01616284,0.18140626,0.06976957,0.02582433,0.31466858,0.14187737,0.09465675,0.07047779,0.11558098,0.22115473,0.10284497,0.05076339,0.09922325,0.14298257,0.08844936,0.01336435,0.16569141,0.04622891,0.11049105,0.08108836,0.10553052,0.14147676,0.10776391,0.13131311,0.08123825,0.20263509,0.01483258,0.11751866,0.13849642,0.10972037,0.090331,0.03263932,0.15132905,0.13111859,0.22083307,0.12988855,0.07463876,0.24930916,0.17259721,0.30670991,0.10674153,0.30228285,0.19717153,0.09102195,0.27411164,0.23288209,0.02655476,6
369,287,521,973,717,625,1,19,24,10,14,4,242,246,614,850,662,994,6,8,7,3,12,18,346,504,619,787,771,705,37,30,3,11,4,11,350,406,645,952,672,904,25,30,9,18,8,10,303,439,621,880,788,724,38,30,3,15,9,11,425,411,484,726,757,704,37,30,16,13,8,9,259,349,721,805,659,1064,12,16,7,0,6,15,349,167,648,830,683,906,9,12,2,7,7,13,214,180,785,982,765,988,19,7,3,0,8,8,594,452,465,730,690,717,29,16,31,13,13,9,371,445,391,725,630,719,28,21,21,17,13,15,493,343,550,1032,587,745,10,18,20,16,13,10,297,223,572,1070,659,677,8,12,18,1,12,15,229,315,610,798,671,972,17,9,8,1,4,10,437,343,547,579,661,748,20,27,11,8,3,11,583,529,595,624,850,577,28,21,35,8,15,10,189,143,878,1045,695,1200,5,6,1,2,11,4,358,386,458,908,744,636,17,22,15,15,16,12,0.27382658,0.17814397,0.37106788,0.19667008,0.2753457,0.17183696,0.40706866,0.41725724,0.13346088,0.12601672,0.04959743,0.15467525,0.25468626,0.08044063,0.05975658,0.15985067,0.14572193,0.01176151,0.0780208,0.14685606,0.08338677,0.08148364,0.03360398,0.17867332,0.06889864,0.1282238,0.07997447,0.1048401,0.05423065,0.14450167,0.09547653,0.00864697,0.05967177,0.13441781,0.10441667,0.06334222,0.0965364,0.09895394,0.02162359,0.08663015,0.10238592,0.04614065,0.08006904,0.09860997,0.09881449,0.14361568,0.02629262,0.12771357,0.14311698,0.05312248,0.12480395,0.085097,0.06563256,0.13207763,0.08763357,0.13658669,0.13640491,0.09287044,0.14472468,0.01245781,0.0898668,0.1400079,0.0395758,0.17466736,0.13154017,0.10189152,0.22046783,0.23291375,0.16212645,0.28996906,0.21916916,0.09184897,0.29374936,0.24330397,0.02290195,0.06645329,6
